Iso_Idxs,Value,Unc,RefRemarks,Refs,Term,Include,Table
"010020,010024",-0.631,0.125,nannan,,R010024**2-R010020**2,nan,ois
"010020,010025",-0.462,0.16,nannan,,R010025**2-R010020**2,nan,ois
"010020,010026",-0.485,0.185,nannan,,R010026**2-R010020**2,nan,ois
"010020,010028",-0.26,0.265,nannan,,R010028**2-R010020**2,nan,ois
"011020,011023",0.13,0.25,Ot89 :  Values,,R011023**2-R011020**2,nan,ois
"011021,011023",-0.12,0.16999999999999998,Au87 :  Syst error,,R011023**2-R011021**2,nan,ois
"011022,011023",0.05,0.1,(To82)  nan,,R011023**2-R011022**2,nan,ois
"011023,011024",-0.12,0.1,nannan,,R011024**2-R011023**2,nan,ois
"011023,011025",-0.1,0.15,nannan,,R011025**2-R011023**2,nan,ois
"011023,011026",-0.005,0.19799999999999998,nannan,,R011026**2-R011023**2,nan,ois
"011023,011027",0.12,0.27999999999999997,nannan,,R011027**2-R011023**2,nan,ois
"011023,011028",0.28,0.35,nannan,,R011028**2-R011023**2,nan,ois
"011023,011029",0.6,0.44,nannan,,R011029**2-R011023**2,nan,ois
"011023,011030",0.76,0.54,nannan,,R011030**2-R011023**2,nan,ois
"011023,011031",1.09,0.55,nannan,,R011031**2-R011023**2,nan,ois
"018032,018038",0.375,0.134,Kl96Calibr: Mu,,R018038**2-R018032**2,nan,ois
"018033,018038",0.395,0.108,nannan,,R018038**2-R018033**2,nan,ois
"018034,018038",0.251,0.068,nannan,,R018038**2-R018034**2,nan,ois
"018035,018038",0.263,0.079,nannan,,R018038**2-R018035**2,nan,ois
"018036,018038",0.084,0.047,Bl08nan,,R018038**2-R018036**2,nan,ois
"018037,018038",0.081,0.026000000000000002,nannan,,R018038**2-R018037**2,nan,ois
"018038,018039",0.044,0.079,nannan,,R018039**2-R018038**2,nan,ois
"018038,018040",0.167,0.044000000000000004,Bl08nan,,R018040**2-R018038**2,nan,ois
"018038,018041",0.151,0.05499999999999999,nannan,,R018041**2-R018038**2,nan,ois
"018038,018042",0.262,0.074,nannan,,R018042**2-R018038**2,nan,ois
"018038,018043",0.221,0.08,nannan,,R018043**2-R018038**2,nan,ois
"018038,018044",0.289,0.09,nannan,,R018044**2-R018038**2,nan,ois
"018038,018046",0.237,0.1,nannan,,R018046**2-R018038**2,nan,ois
"019038,019039",0.05621371721310052,0.044,Au87nan,,R019039**2-R019038**2,nan,ois
"019039,019040",0.021061060094178588,0.019,(To82b)Mu data ,,R019040**2-R019039**2,nan,ois
"019039,019041",0.11243379222862718,0.037,nannan,,R019041**2-R019039**2,nan,ois
"019039,019042",0.11137394012024456,0.056,nannan,,R019042**2-R019039**2,nan,ois
"019039,019043",0.13745267665401575,0.071,nannan,,R019043**2-R019039**2,nan,ois
"019039,019044",0.14244716125547285,0.087,nannan,,R019044**2-R019039**2,nan,ois
"019039,019045",0.17053666943829943,0.102,nannan,,R019045**2-R019039**2,nan,ois
"019039,019046",0.13940555088793333,0.116,nannan,,R019046**2-R019039**2,nan,ois
"019039,019047",0.12434650136329843,0.13,nannan,,R019047**2-R019039**2,nan,ois
"020039,020040",0.127,0.016,nannan,,R020040**2-R020039**2,nan,ois
"020040,020041",0.0032081803947954677,0.0035413427486317905,Au87Calib: MIA E+M,,R020041**2-R020040**2,nan,ois
"020040,020042",0.21650865666207086,0.00812166346602094,(Pa84)nan,,R020042**2-R020040**2,nan,ois
"020040,020043",0.12586794368531418,0.005480991548340824,nannan,,R020043**2-R020040**2,nan,ois
"020040,020044",0.2845068292128294,0.010299991412971613,nannan,,R020044**2-R020040**2,nan,ois
"020040,020045",0.11918077722790911,0.008119732324270035,nannan,,R020045**2-R020040**2,nan,ois
"020040,020046",0.1245872033883612,0.007269169661181069,nannan,,R020046**2-R020040**2,nan,ois
"020040,020047",0.0050124154594915135,0.014085122790897023,nannan,,R020047**2-R020040**2,nan,ois
"020040,020048",-0.004410744474240428,0.007061033232273941,nannan,,R020048**2-R020040**2,nan,ois
"020044,020050",-0.007016933648528206,0.058137620310178856,Ve92Calib  Mu,,R020050**2-R020044**2,nan,ois
"021042,021045",-0.0295,0.0915,Ga06nan,,R021045**2-R021042**2,nan,ois
"021043,021045",-0.005500000000000001,0.060500000000000005,Ma08nan,,R021045**2-R021043**2,nan,ois
"021044,021045",0.04,0.031,Priv. Comm.nan,,R021045**2-R021044**2,nan,ois
"021045,021046",-0.0885,0.0305,nannan,,R021046**2-R021045**2,nan,ois
"021042,021045",-0.019,0.1005,Ma10nan,,R021045**2-R021042**2,nan,ois
"021043,021045",0.005,0.0635,Priv. nan,,R021045**2-R021043**2,nan,ois
"021044,021045",0.055,0.035,Comm.nan,,R021045**2-R021044**2,nan,ois
"021045,021046",-0.1,0.0315,nannan,,R021046**2-R021045**2,nan,ois
"021042,021045",-0.172,0.167,Av11nan,,R021045**2-R021042**2,nan,ois
"021043,021045",-0.082,0.102,nannan,,R021045**2-R021043**2,nan,ois
"021044,021045",0.019,0.05399999999999999,nannan,,R021045**2-R021044**2,nan,ois
"021045,021046",-0.152,0.054,nannan,,R021046**2-R021045**2,nan,ois
"022044,022048",-0.143,0.062,Ga04nan,,R022048**2-R022044**2,nan,ois
"022045,022048",-0.013,0.035,nannan,,R022048**2-R022045**2,nan,ois
"022046,022048",-0.11,0.019,nannan,,R022048**2-R022046**2,nan,ois
"022047,022048",-0.03,0.01,nannan,,R022048**2-R022047**2,nan,ois
"022048,022049",-0.139,0.015,nannan,,R022049**2-R022048**2,nan,ois
"022048,022050",-0.16,0.018,nannan,,R022050**2-R022048**2,nan,ois
"024050,024052",-0.07309340218375475,0.025638146228017265,Au87El+mu,,R024052**2-R024050**2,nan,ois
"024052,024053",0.06236424807620652,0.02134113802842546,"(HW67, nan",,R024053**2-R024052**2,nan,ois
"024052,024054",0.16006359246504484,0.03833282974138284,We69)nan,,R024054**2-R024052**2,nan,ois
"025050,025055",-0.046,0.14300000000000002,Ch10nan,,R025055**2-R025050**2,nan,ois
"025051,025055",0.023,0.155,nannan,,R025055**2-R025051**2,nan,ois
"025052,025055",0.259,0.093,nannan,,R025055**2-R025052**2,nan,ois
"025053,025055",0.292,0.054000000000000006,nannan,,R025055**2-R025053**2,nan,ois
"025054,025055",0.165,0.032,nannan,,R025055**2-R025054**2,nan,ois
"025055,025056",0.066,0.035,nannan,,R025056**2-R025055**2,nan,ois
"028058,028060",0.22020597303968406,0.04,Au87El+mu,,R028060**2-R028058**2,nan,ois
"028060,028061",0.06549785635005942,0.017,(St80)Full error ,,R028061**2-R028060**2,nan,ois
"028060,028062",0.17151423886920675,0.035,nannan,,R028062**2-R028060**2,nan,ois
"028062,028064",0.11079045898576935,0.022,nannan,,R028064**2-R028062**2,nan,ois
"030066,030067",0.03137014615351847,0.018161663562563324,"Fo82el+mu(64-66) adatokat felhasználva, ld. 152_UPDATED/R++EMKO lap Z=30, sorok végét: AC175:  0.1651 fm^2",,R030067**2-R030066**2,nan,ois
"036072,036086",0.1656999390312224,0.16620151775247885,Ke95Bl85:  2%,,R036086**2-R036072**2,nan,ois
"036074,036086",-0.029542031658683635,0.10945042420416869,nannan,,R036086**2-R036074**2,nan,ois
"036075,036086",-0.21718899607559808,0.07900767921474372,nannan,,R036086**2-R036075**2,nan,ois
"036076,036086",-0.1533874647691837,0.07508395652216089,nannan,,R036086**2-R036076**2,nan,ois
"036077,036086",-0.20531469792992763,0.05995767889551177,nannan,,R036086**2-R036077**2,nan,ois
"036078,036086",-0.16899862326917753,0.05198300967531498,nannan,,R036086**2-R036078**2,nan,ois
"036079,036086",-0.16501687600293086,0.0469548145066513,nannan,,R036086**2-R036079**2,nan,ois
"036080,036086",-0.11204061857011884,0.04400942616205817,nannan,,R036086**2-R036080**2,nan,ois
"036081,036086",-0.09728778683353609,0.03399975028167514,nannan,,R036086**2-R036081**2,nan,ois
"036082,036086",-0.06978827929434037,0.02801297554888594,nannan,,R036086**2-R036082**2,nan,ois
"036083,036086",-0.030497776767698218,0.024053664492898197,nannan,,R036086**2-R036083**2,nan,ois
"036084,036086",-0.04126580084217528,0.011995309115569308,nannan,,R036086**2-R036084**2,nan,ois
"036085,036086",-0.008855494349985903,0.011027834739872889,nannan,,R036086**2-R036085**2,nan,ois
"036086,036087",0.12483768252457085,0.026779068358328377,nannan,,R036087**2-R036086**2,nan,ois
"036086,036088",0.28209591320837846,0.05473016350815874,nannan,,R036088**2-R036086**2,nan,ois
"036086,036089",0.3786123982433977,0.07315991549302243,nannan,,R036089**2-R036086**2,nan,ois
"036086,036090",0.49440108691363677,0.1019810179898559,nannan,,R036090**2-R036086**2,nan,ois
"036086,036091",0.596056549005794,0.11736239837233751,nannan,,R036091**2-R036086**2,nan,ois
"036086,036092",0.7503051341133282,0.1432509362885164,nannan,,R036092**2-R036086**2,nan,ois
"036086,036093",0.8095335641685222,0.15539611244498663,nannan,,R036093**2-R036086**2,nan,ois
"036086,036094",0.9880696549476483,0.1855002235969007,nannan,,R036094**2-R036086**2,nan,ois
"036086,036095",1.0432777890275389,0.19970001555525022,nannan,,R036095**2-R036086**2,nan,ois
"036086,036096",1.2157838227027387,0.23597533361891532,nannan,,R036096**2-R036086**2,nan,ois
"037076,037087",-0.20052870565315017,0.37,Au87Total error,,R037087**2-R037076**2,nan,ois
"037077,037087",-0.2604308830995539,0.36,(Th81)nan,,R037087**2-R037077**2,nan,ois
"037078,037087",-0.28027812238509114,0.34,nannan,,R037087**2-R037078**2,nan,ois
"037079,037087",-0.21033306163791404,0.28,nannan,,R037087**2-R037079**2,nan,ois
"037080,037087",-0.20025402792905636,0.25,nannan,,R037087**2-R037080**2,nan,ois
"037081,037087",-0.1602388183289026,0.21,nannan,,R037087**2-R037081**2,nan,ois
"037082,037087",-0.12021786714061708,0.17,nannan,,R037087**2-R037082**2,nan,ois
"037083,037087",-0.0501637592207239,0.11,nannan,,R037087**2-R037083**2,nan,ois
"037084,037087",-0.0070319485964153265,0.074,nannan,,R037087**2-R037084**2,nan,ois
"037085,037087",-0.03309036651460665,0.06,nannan,,R037087**2-R037085**2,nan,ois
"037086,037087",-0.025040269334935507,0.034,nannan,,R037087**2-R037086**2,nan,ois
"037087,037088",0.1295295571899593,0.041,nannan,,R037088**2-R037087**2,nan,ois
"037087,037089",0.28909182925418064,0.057,nannan,,R037089**2-R037087**2,nan,ois
"037087,037090",0.4082996645209604,0.1,nannan,,R037090**2-R037087**2,nan,ois
"037087,037091",0.5306456629482853,0.12,nannan,,R037091**2-R037087**2,nan,ois
"037087,037092",0.6633580066077307,0.16,nannan,,R037092**2-R037087**2,nan,ois
"037087,037093",0.7650637936800894,0.18,nannan,,R037093**2-R037087**2,nan,ois
"037087,037094",0.8668023261616473,0.2,nannan,,R037094**2-R037087**2,nan,ois
"037087,037095",1.0202366996294003,0.23,nannan,,R037095**2-R037087**2,nan,ois
"037087,037096",1.1013365847599046,0.26,nannan,,R037096**2-R037087**2,nan,ois
"037087,037097",1.6490261913548934,0.4,nannan,,R037097**2-R037087**2,nan,ois
"037087,037098",1.7298229031207264,0.43,nannan,,R037098**2-R037087**2,nan,ois
"038077,038088",-0.248,0.057999999999999996,Li92Előjel?  ???,,R038088**2-R038077**2,nan,ois
"038078,038088",-0.24246020710924104,0.04893941202275673,Bu90High moments,,R038088**2-R038078**2,nan,ois
"038079,038088",-0.26132696201156536,0.042889932662006365,nanneglected,,R038088**2-R038079**2,nan,ois
"038080,038088",-0.24325459579457492,0.03988082234956077,nannan,,R038088**2-R038080**2,nan,ois
"038081,038088",-0.2321517333700354,0.03387121448481382,nannan,,R038088**2-R038081**2,nan,ois
"038082,038088",-0.17919196727243372,0.029912136648456253,nannan,,R038088**2-R038082**2,nan,ois
"038083,038088",-0.16211373921615502,0.023911465349425995,nannan,,R038088**2-R038083**2,nan,ois
"038084,038088",-0.11613205865470001,0.01894692151885184,nannan,,R038088**2-R038084**2,nan,ois
"038085,038088",-0.04813809483191055,0.015011046843682043,nannan,,R038088**2-R038085**2,nan,ois
"038086,038088",-0.0500820276474604,0.009982320671958226,nannan,,R038088**2-R038086**2,nan,ois
"038087,038088",-0.007028495881779486,0.006018754269097816,nannan,,R038088**2-R038087**2,nan,ois
"038088,038089",0.12652772589043365,0.013837719759541428,nannan,,R038089**2-R038088**2,nan,ois
"038088,038090",0.28311316336720044,0.032820237761923714,nannan,,R038090**2-R038088**2,nan,ois
"038088,038091",0.3817105861717719,0.041734741693963365,nannan,,R038091**2-R038088**2,nan,ois
"038088,038092",0.5227882784118231,0.05809755204008497,nannan,,R038092**2-R038088**2,nan,ois
"038088,038093",0.6018064325889178,0.06501984862347406,nannan,,R038093**2-R038088**2,nan,ois
"038088,038094",0.7294577148647557,0.08001104083276647,nannan,,R038094**2-R038088**2,nan,ois
"038088,038095",0.8178487200934195,0.0878970693993283,nannan,,R038095**2-R038088**2,nan,ois
"038088,038096",0.9879255276216016,0.10619098999820585,nannan,,R038096**2-R038088**2,nan,ois
"038088,038097",1.068060280540113,0.11530004283332772,nannan,,R038097**2-R038088**2,nan,ois
"038088,038098",1.666238131781412,0.17529632482584542,nannan,,R038098**2-R038088**2,nan,ois
"038088,038099",1.7605873515477803,0.18689707805281525,Li91nan,,R038099**2-R038088**2,nan,ois
"038088,038100",1.8768743308025058,0.2059370427565523,nannan,,R038100**2-R038088**2,nan,ois
"039086,039089",-0.07,-0.007000000000000001,Ch07Előjel-,,R039089**2-R039086**2,nan,ois
"039087,039089",-0.057,-0.0057,nanfordítás!,,R039089**2-R039087**2,nan,ois
"039088,039089",-0.009,-0.0009,"nan""   """,,R039089**2-R039088**2,nan,ois
"039089,039090",0.12,0.012,nannan,,R039090**2-R039089**2,nan,ois
"039089,039092",0.385,0.038500000000000006,nannan,,R039092**2-R039089**2,nan,ois
"039089,039093",0.526,0.05260000000000001,nanError ~ 10 %,,R039093**2-R039089**2,nan,ois
"039089,039094",0.602,0.060200000000000004,nannan,,R039094**2-R039089**2,nan,ois
"039089,039095",0.723,0.0723,"nansee Ch07, p.135",,R039095**2-R039089**2,nan,ois
"039089,039096",0.824,0.0824,nannan,,R039096**2-R039089**2,nan,ois
"039089,039097",0.976,0.0976,nannan,,R039097**2-R039089**2,nan,ois
"039089,039098",1.088,0.10880000000000001,nannan,,R039098**2-R039089**2,nan,ois
"039089,039099",1.904,0.1904,nannan,,R039099**2-R039089**2,nan,ois
"039089,039100",1.946,0.1946,nannan,,R039100**2-R039089**2,nan,ois
"039089,039101",2.084,0.20840000000000003,nannan,,R039101**2-R039089**2,nan,ois
"039089,039102",2.129,0.2129,nan(I = 2),,R039102**2-R039089**2,nan,ois
"039089,039102",2.119,0.21190000000000003,nan(I = 3),,R039102**2-R039089**2,nan,ois
"040087,040090",-0.08,0.012,Fo02nan,,R040090**2-R040087**2,nan,ois
"040088,040090",-0.075,0.011,nannan,,R040090**2-R040088**2,!,ois
"040089,040090",-0.012,0.013000000000000001,nannan,,R040090**2-R040089**2,nan,ois
"040090,040092",0.22861693541616912,0.0489620646448774,Ga88anan,,R040092**2-R040090**2,nan,ois
"040090,040091",0.09777783634336658,0.024613862182763735,nannan,,R040091**2-R040090**2,nan,ois
"040092,040094",0.17295898272795682,0.04180129248787188,nannan,,R040094**2-R040092**2,nan,ois
"040094,040096",0.11863476597565631,0.03438617482489077,nannan,,R040096**2-R040094**2,nan,ois
"040090,040097",0.813,0.041,Ca02nan,,R040097**2-R040090**2,nan,ois
"040090,040098",0.98,0.049,nannan,,R040098**2-R040090**2,nan,ois
"040090,040099",1.089,0.054,nannan,,R040099**2-R040090**2,nan,ois
"040090,040100",1.665,0.083,nannan,,R040100**2-R040090**2,nan,ois
"040090,040101",1.843,0.092,nannan,,R040101**2-R040090**2,nan,ois
"040090,040102",1.979,0.099,nannan,,R040102**2-R040090**2,nan,ois
"041090,041091",-0.011,0.0011,Ch09a0.1,,R041091**2-R041090**2,nan,ois
"041091,041092",0.127,0.0127,nansee p.3.,,R041092**2-R041091**2,nan,ois
"041091,041093",0.312,0.0312,nannan,,R041093**2-R041091**2,nan,ois
"041091,041099",1.028,0.1028,nannan,,R041099**2-R041091**2,nan,ois
"041091,041101",1.731,0.1731,nannan,,R041101**2-R041091**2,nan,ois
"041091,041103",1.942,0.1942,nannan,,R041103**2-R041091**2,nan,ois
"042090,042092",-0.084,0.002,"Ch09,001 errors",,R042092**2-R042090**2,nan,ois
"042091,042092",-0.021,0.002,nanadded,,R042092**2-R042091**2,nan,ois
"042092,042094",0.322,0.004,"nan,001 errors",,R042094**2-R042092**2,nan,ois
"042092,042095",0.41,0.027,nanadded,,R042095**2-R042092**2,nan,ois
"042092,042096",0.597,0.012,"nan,001 errors",,R042096**2-R042092**2,nan,ois
"042092,042097",0.63,0.013000000000000001,nanadded,,R042097**2-R042092**2,nan,ois
"042092,042098",0.811,0.021,"nan,001 errors",,R042098**2-R042092**2,nan,ois
"042092,042100",1.139,0.04,nanadded,,R042100**2-R042092**2,nan,ois
"042092,042102",1.526,0.07100000000000001,nannan,,R042102**2-R042092**2,nan,ois
"042092,042103",1.727,0.091,nannan,,R042103**2-R042092**2,nan,ois
"042092,042104",1.821,0.101,nannan,,R042104**2-R042092**2,nan,ois
"042092,042105",1.945,0.116,nannan,,R042105**2-R042092**2,nan,ois
"042092,042106",2.036,0.117,nannan,,R042106**2-R042092**2,nan,ois
"042092,042108",2.14,0.14,nannan,,R042108**2-R042092**2,nan,ois
"044096,044098",0.21485349516569643,0.1302267673959431,Au87nan,,R044098**2-R044096**2,nan,ois
"044098,044099",0.06097382474226242,0.0395706440733335,(Ki64)nan,,R044099**2-R044098**2,nan,ois
"044098,044100",0.19416008217237182,0.11579904604039647,nannan,,R044100**2-R044098**2,nan,ois
"044099,044101",0.1734784103124689,0.10623942143575298,nannan,,R044101**2-R044099**2,nan,ois
"044100,044101",0.040521200229951676,0.028236824010856226,nannan,,R044101**2-R044100**2,nan,ois
"044100,044102",0.17350147606942148,0.10605636067414216,nannan,,R044102**2-R044100**2,nan,ois
"044102,044104",0.19427313180126998,0.11290469735509591,nannan,,R044104**2-R044102**2,nan,ois
"046102,046104",0.1530410949417549,0.07435328262006022,Au87nan,,R046104**2-R046102**2,nan,ois
"046104,046106",0.1468786832208256,0.0725855650498605,(Ba76)nan,,R046106**2-R046104**2,nan,ois
"046106,046108",0.14898149778141745,0.07312236520744646,nannan,,R046108**2-R046106**2,nan,ois
"046108,046110",0.1324922970750688,0.04120307279577851,nannan,,R046110**2-R046108**2,nan,ois
"047101,047109",0.676,0.07060000000000001,Ot89nan,,R047109**2-R047101**2,nan,ois
"047103,047109",0.486,0.050600000000000006,(Di89)nan,,R047109**2-R047103**2,nan,ois
"047104,047109",0.419,0.0439,nannan,,R047109**2-R047104**2,nan,ois
"047105,047109",0.298,0.0318,nannan,,R047109**2-R047105**2,nan,ois
"047107,047109",0.149,0.0159,nannan,,R047109**2-R047107**2,nan,ois
"048102,048114",0.982,0.255,Ot89Syst errors,,R048114**2-R048102**2,nan,ois
"048103,048114",0.876,0.231,(Bu87)from Bu87,,R048114**2-R048103**2,nan,ois
"048104,048114",0.745,0.21300000000000002,nannan,,R048114**2-R048104**2,nan,ois
"048105,048114",0.673,0.183,nannan,,R048114**2-R048105**2,nan,ois
"048106,048114",0.5345,0.09620000000000001,nannan,,R048114**2-R048106**2,nan,ois
"048107,048114",0.481,0.139,nannan,,R048114**2-R048107**2,nan,ois
"048108,048114",0.392,0.07020000000000001,nannan,,R048114**2-R048108**2,nan,ois
"048109,048114",0.377,0.122,nannan,,R048114**2-R048109**2,nan,ois
"048110,048114",0.2555,0.0462,nannan,,R048114**2-R048110**2,nan,ois
"048111,048114",0.2348,0.0402,nannan,,R048114**2-R048111**2,nan,ois
"048112,048114",0.1206,0.044,nannan,,R048114**2-R048112**2,nan,ois
"048113,048114",0.0989,0.0162,nannan,,R048114**2-R048113**2,nan,ois
"048114,048115",0.023,0.055999999999999994,nannan,,R048115**2-R048114**2,nan,ois
"048114,048116",0.0941,0.0192,nannan,,R048116**2-R048114**2,nan,ois
"048114,048118",0.125,0.064,nannan,,R048118**2-R048114**2,nan,ois
"048114,048120",0.169,0.10300000000000001,nannan,,R048120**2-R048114**2,nan,ois
"049104,049115",0.842,0.0992,Ot89Syst errors,,R049115**2-R049104**2,nan,ois
"049105,049115",0.733,0.0873,(Eb87b)from Eb87b,,R049115**2-R049105**2,nan,ois
"049106,049115",0.678,0.07980000000000001,nannan,,R049115**2-R049106**2,nan,ois
"049107,049115",0.575,0.0675,nannan,,R049115**2-R049107**2,nan,ois
"049108,049115",0.509,0.0559,nannan,,R049115**2-R049108**2,nan,ois
"049109,049115",0.41,0.048,nannan,,R049115**2-R049109**2,nan,ois
"049110,049115",0.361,0.0441,nannan,,R049115**2-R049110**2,nan,ois
"049111,049115",0.262,0.031200000000000002,nannan,,R049115**2-R049111**2,nan,ois
"049112,049115",0.218,0.0278,nannan,,R049115**2-R049112**2,nan,ois
"049113,049115",0.128,0.0131,nannan,,R049115**2-R049113**2,nan,ois
"049114,049115",0.087,0.0107,nannan,,R049115**2-R049114**2,nan,ois
"049115,049116",0.048,0.0058000000000000005,nannan,,R049116**2-R049115**2,nan,ois
"049115,049117",0.119,0.0159,nannan,,R049117**2-R049115**2,nan,ois
"049115,049118",0.157,0.0177,nannan,,R049118**2-R049115**2,nan,ois
"049115,049119",0.22,0.026000000000000002,nannan,,R049119**2-R049115**2,nan,ois
"049115,049120",0.252,0.027200000000000002,nannan,,R049120**2-R049115**2,nan,ois
"049115,049121",0.306,0.033600000000000005,nannan,,R049121**2-R049115**2,nan,ois
"049115,049122",0.332,0.0372,nannan,,R049122**2-R049115**2,nan,ois
"049115,049123",0.385,0.04150000000000001,nannan,,R049123**2-R049115**2,nan,ois
"049115,049124",0.412,0.0472,nannan,,R049124**2-R049115**2,nan,ois
"049115,049125",0.452,0.0502,nannan,,R049125**2-R049115**2,nan,ois
"049115,049126",0.48,0.055,nannan,,R049126**2-R049115**2,nan,ois
"049115,049127",0.508,0.057800000000000004,nannan,,R049127**2-R049115**2,nan,ois
"050108,050116",0.578,0.023,Ot89Syst errors,,R050116**2-R050108**2,nan,ois
"050109,050116",0.506,0.02,(Eb87)from Eb87,,R050116**2-R050109**2,nan,ois
"050110,050116",0.417,0.016,nannan,,R050116**2-R050110**2,nan,ois
"050111,050116",0.378,0.015,nannan,,R050116**2-R050111**2,nan,ois
"050112,050116",0.269,0.011,nannan,,R050116**2-R050112**2,nan,ois
"050113,050116",0.212,0.008,nannan,,R050116**2-R050113**2,nan,ois
"050114,050116",0.136,0.008,nannan,,R050116**2-R050114**2,nan,ois
"050115,050116",0.096,0.004,nannan,,R050116**2-R050115**2,nan,ois
"050116,050117",0.044,0.002,nannan,,R050117**2-R050116**2,nan,ois
"050116,050118",0.128,0.005,nannan,,R050118**2-R050116**2,nan,ois
"050116,050119",0.165,0.006,nannan,,R050119**2-R050116**2,nan,ois
"050116,050120",0.241,0.01,nannan,,R050120**2-R050116**2,nan,ois
"050116,050121",0.281,0.009999999999999998,nannan,,R050121**2-R050116**2,nan,ois
"050116,050122",0.342,0.013999999999999999,nannan,,R050122**2-R050116**2,nan,ois
"050116,050123",0.367,0.013000000000000001,nannan,,R050123**2-R050116**2,nan,ois
"050116,050124",0.428,0.018000000000000002,nannan,,R050124**2-R050116**2,nan,ois
"050116,050125",0.455,0.018,nannan,,R050125**2-R050116**2,nan,ois
"050120,050125",0.236,0.031,nannan,,R050125**2-R050120**2,nan,ois
"050120,050126",0.29,0.037,nannan,,R050126**2-R050120**2,nan,ois
"050120,050127",0.322,0.042,nannan,,R050127**2-R050120**2,nan,ois
"050120,050128",0.373,0.048,nannan,,R050128**2-R050120**2,nan,ois
"050120,050129",0.384,0.052,nannan,,R050129**2-R050120**2,nan,ois
"050120,050130",0.465,0.059,nannan,,R050130**2-R050120**2,nan,ois
"050120,050131",0.521,0.066,nannan,,R050131**2-R050120**2,nan,ois
"050120,050132",0.534,0.069,nannan,,R050132**2-R050120**2,nan,ois
"052116,052130",0.5224,0.12944999999999995,Li07nan,,R052130**2-R052116**2,nan,ois
"052118,052130",0.4242,0.10355000000000003,és nan,,R052130**2-R052118**2,nan,ois
"052120,052130",0.35035,0.09270000000000002,PrivComm.nan,,R052130**2-R052120**2,nan,ois
"052122,052130",0.28259999999999996,0.07229999999999996,from nan,,R052130**2-R052122**2,nan,ois
"052123,052130",0.26795,0.06685000000000002,B.Roussiére:nan,,R052130**2-R052123**2,nan,ois
"052124,052130",0.21065,0.05289999999999999,Ro07nan,,R052130**2-R052124**2,nan,ois
"052125,052130",0.19230000000000003,0.046750000000000014,nannan,,R052130**2-R052125**2,nan,ois
"052126,052130",0.1422,0.03449999999999999,nannan,,R052130**2-R052126**2,nan,ois
"052128,052130",0.07089999999999999,0.017299999999999996,nannan,,R052130**2-R052128**2,nan,ois
"052130,052132",0.07015,0.03055,nannan,,R052132**2-R052130**2,nan,ois
"052130,052134",0.1334,0.047,nannan,,R052134**2-R052130**2,nan,ois
"052130,052136",0.35645,0.1,nannan,,R052136**2-R052130**2,nan,ois
"054116,054136",0.599,0.14900000000000002,Ot89Syst errors,,R054136**2-R054116**2,nan,ois
"054118,054136",0.46,0.127,   Bo88 (+Prepr.)nan,,R054136**2-R054118**2,nan,ois
"054120,054136",0.363,0.117,nannan,,R054136**2-R054120**2,nan,ois
"054122,054136",0.299,0.096,nannan,,R054136**2-R054122**2,nan,ois
"054124,054136",0.242,0.085,nannan,,R054136**2-R054124**2,nan,ois
"054126,054136",0.193,0.067,nannan,,R054136**2-R054126**2,nan,ois
"054128,054136",0.152,0.054000000000000006,nannan,,R054136**2-R054128**2,nan,ois
"054129,054136",0.151,0.043000000000000003,Bo89nan,,R054136**2-R054129**2,nan,ois
"054130,054136",0.117,0.043000000000000003,nannan,,R054136**2-R054130**2,nan,ois
"054131,054136",0.125,0.032,Bo89nan,,R054136**2-R054131**2,nan,ois
"054132,054136",0.0844,0.0217,nannan,,R054136**2-R054132**2,nan,ois
"054132,054133",-0.022,0.005,nannan,,R054133**2-R054132**2,nan,ois
"054134,054136",0.0518,0.0133,nannan,,R054136**2-R054134**2,nan,ois
"054136,054137",0.105,0.013000000000000001,nannan,,R054137**2-R054136**2,nan,ois
"054136,054138",0.254,0.023,nannan,,R054138**2-R054136**2,nan,ois
"054136,054139",0.359,0.036,nannan,,R054139**2-R054136**2,nan,ois
"054136,054140",0.486,0.042,0nan,,R054140**2-R054136**2,nan,ois
"054136,054141",0.591,0.054000000000000006,nannan,,R054141**2-R054136**2,nan,ois
"054136,054142",0.71,0.06899999999999999,nannan,,R054142**2-R054136**2,nan,ois
"054136,054143",0.794,0.07400000000000001,nannan,,R054143**2-R054136**2,nan,ois
"054136,054144",0.908,0.085,nannan,,R054144**2-R054136**2,nan,ois
"054136,054146",1.1,0.10500000000000001,nannan,,R054146**2-R054136**2,nan,ois
"055118,055133",0.197,0.076,Ot89Syst error,,R055133**2-R055118**2,nan,ois
"055119,055133",0.136,0.07300000000000001,"(Th81b,from Co87",,R055133**2-R055119**2,nan,ois
"055120,055133",0.1185,0.0574,Co87)nan,,R055133**2-R055120**2,nan,ois
"055121,055133",0.2555,0.06,nannan,,R055133**2-R055121**2,nan,ois
"055122,055133",0.2524,0.05,nannan,,R055133**2-R055122**2,nan,ois
"055123,055133",0.2078,0.05,nannan,,R055133**2-R055123**2,nan,ois
"055124,055133",0.2008,0.04,nannan,,R055133**2-R055124**2,nan,ois
"055125,055133",0.1517,0.04,nannan,,R055133**2-R055125**2,nan,ois
"055126,055133",0.1586,0.030000000000000002,nannan,,R055133**2-R055126**2,nan,ois
"055127,055133",0.0985,0.028999999999999998,nannan,,R055133**2-R055127**2,nan,ois
