Iso_Idxs,Value,Unc,RefRemarks,Term,Include,Table
002003,1.877,0.019,"Re84bel-scatt.      Contains  Co65, MC70, MC77, Sz77, Du83",R002003,,abs
002003,1.976,0.015,Ot85el-scatt.,R002003,,abs
002003,1.959,0.03,Am94el-scatt.,R002003,,abs
002004,1.676,0.008,"Si82el-scatt.       Re-anal. of Fr66a, Fr67, Er68, MC77, Ar78",R002004,,abs
002004,1.671,0.014,Ot85el-scatt.,R002004,,abs
002004,1.687,0.006,He76mu-Xray      Re-analysis of exp. Be75,R002004,,abs
002004,1.673,0.003,Ca77mu-Xray      Re-analysed in Bo78 (theor),R002004,,abs
003006,2.54,0.05,Su67el-scatt.,R003006,,abs
003006,2.56,0.05,Li71ael-scatt.,R003006,,abs
003006,2.57,0.1,Bu72el-scatt.      See also Vr87,R003006,,abs
003007,2.39,0.06,Su67el-scatt.,R003007,,abs
003007,2.41,0.1,Bu72el-scatt.      See also Vr87,R003007,,abs
004009,2.519,0.012,Ja72el-scatt.,R004009,,abs
004009,2.5,0.09,Fe73ael-scatt.      Re-analysis of Be67a,R004009,,abs
004009,2.39,0.1637,Sc80amu-Xray      From Fr95 Table III.A.      Error estimated,R004009,,abs
005010,2.4,0.09,Do86el-scatt.      Preliminary,R005010,,abs
005010,2.44,0.06,Ol81mu-Xray,R005010,,abs
005011,2.37,0.1,Ri71el-scatt.      From  Vr87,R005011,,abs
005011,2.452,0.0482,Sc80amu-Xray      From Fr95 Table III.A.      Error estimated,R005011,,abs
005011,2.38,0.04,Ol81mu-Xray,R005011,,abs
006012,2.469,0.004,"Si82el-scatt.      Re-analysis of  Si70a, Ja72, Ca80a, Re82",R006012,,abs
006012,2.4757,0.009,Of88el-scatt.      Without disp. corr!    With DC.: 2.4832 fm,R006012,,abs
006012,2.4777,0.0055,Of91el-scatt.      Without disp. corr!    F-B anal. in Fr95 T. IX.,R006012,,abs
006012,2.468,0.0034,"Fr95mu-Xray      Table III.A.      Includes Sc82, Ru84",R006012,,abs
006013,2.44,0.025,He70ael-scatt.,R006013,,abs
006013,2.4628,0.0039,Bo85mu-Xray,R006013,,abs
006013,2.466,0.0144,Fr95mu-Xray      Table III.A.      Includes Sc82,R006013,,abs
006014,2.59,0.05,Kl73el-scatt.,R006014,,abs
006014,2.492,0.0111,Sc82mu-Xray,R006014,,abs
007014,2.54,0.02,Sc75el-scatt.,R007014,,abs
007014,2.524,0.023,La82el-scatt.      From  Vr87,R007014,,abs
007014,2.56,0.0098,Sc80amu-Xray      From Fr95 Table III.A.      Error estimated,R007014,,abs
007015,2.58,0.026,Sc75el-scatt.,R007015,,abs
007015,2.613,0.009,Vr88el-scatt.     F-B anal. in Fr95 Table IX.,R007015,,abs
008016,2.712,0.012,"Si80ael-scatt.      From  Ba80(mu-Xray): ""Priv. comm. I.Sick""",R008016,,abs
008016,2.728,0.008,La82el-scatt.      Priv. comm. from  J.Friedrich,R008016,,abs
008016,2.693,0.0035,Fr92mu-Xray      Re-analysed in Fr95,R008016,,abs
008017,2.662,0.026,Si70ael-scatt.,R008017,,abs
008017,2.71,0.015,Ki78el-scatt.      Measured: ratio  17O/16O = 1.0015(25),R008017,,abs
008018,2.727,0.02,Si70ael-scatt.,R008018,,abs
008018,2.789,0.028,Sc75el-scatt.,R008018,,abs
008018,2.778,0.02,Ba80mu-Xray      From Fr92.     Error: .014+model dep.,R008018,,abs
009019,2.885,0.015,Ha73bel-scatt.,R009019,,abs
009019,2.898,0.011,Sc78mu-Xray      Model+Syst+Nuclpol = .001,R009019,,abs
009019,2.898,0.0029,Fr92mu-Xray      Re-analysed in Fr95,R009019,,abs
010020,3.004,0.025,Kn81el-scatt.,R010020,,abs
010020,2.992,0.012,Be85el-scatt.      From Vr87.      Error: 1.5x0.008  for syst.,R010020,,abs
010020,3.006,0.0041,Fr92mu-Xray      Re-analysed in Fr95,R010020,,abs
010021,2.967,0.0036,Fr92mu-Xray      Re-analysed in Fr95,R010021,,abs
010022,2.969,0.021,Mo71el-scatt.,R010022,,abs
010022,2.954,0.0036,Fr92mu-Xray      Re-analysed in Fr95,R010022,,abs
011023,2.986,0.01,Sc78mu-Xray      Contains  Du76.     Mod+Syst+Nuclp =.001,R011023,,abs
011023,2.994,0.0025,Fr92mu-Xray      Re-analysed in Fr95,R011023,,abs
012024,3.075,0.015,Av74el-scatt.      From Vr87.,R012024,,abs
012024,3.057,0.0024,Fr92mu-Xray      Re-analysed in Fr95,R012024,,abs
012025,3.003,0.011,Eu77ael-scatt.,R012025,,abs
012025,3.029,0.0024,Fr92mu-Xray      Re-analysed in Fr95,R012025,,abs
012026,2.961,0.04,So88el-scatt.      F-B anal. in Fr95 Table IX.,R012026,,abs
012026,3.034,0.0025,Fr92mu-Xray      Re-analysed in Fr95,R012026,,abs
013027,3.035,0.004,Ro86el-scatt.      From Vr87.      Error: 2x0.002  for syst.,R013027,,abs
013027,3.058,0.006,Sc78mu-Xray      Model+Syst+Nuclpol = .001,R013027,,abs
013027,3.063,0.0022,Fr92mu-Xray      Re-analysed in Fr95,R013027,,abs
014028,3.085,0.017,Mi82el-scatt.      From Vr87 Table IV.,R014028,,abs
014028,3.127,0.004,Sc78mu-Xray      Model+Syst+Nuclpol = .001,R014028,,abs
014028,3.123,0.0026,Fr92mu-Xray      Re-analysed in Fr95,R014028,,abs
014029,3.125,0.051,Br77el-scatt.      Two independent experiments!,R014029,,abs
014029,3.08,0.017,Mi82el-scatt.      From Vr87 Table IV.,R014029,,abs
014029,3.12,0.0073,Fr92mu-Xray      Re-analysed in Fr95,R014029,,abs
014030,3.173,0.025,Mi82el-scatt.      From Vr87 Table IV.,R014030,,abs
014030,3.1932,0.013,We93el-scatt.      F-B anal. in Fr95 Table IX.,R014030,,abs
014030,3.134,0.0072,Fr92mu-Xray      Re-analysed in Fr95,R014030,,abs
015031,3.187,0.01,"Mi82el-scatt.      From Vr87.   Contains  Si72, Me73a, Me76",R015031,,abs
015031,3.1913,0.005,We93el-scatt.      F-B anal. in Fr95 Table IX.,R015031,,abs
015031,3.187,0.004,Sc78mu-Xray      See  Ka79.    Model+Syst+Nuclpol = .001,R015031,,abs
015031,3.19,0.0029,Sc85mu-Xray      From  Fr95,R015031,,abs
016032,3.24,0.011,Me76el-scatt.      From Vr87.    Contains  Li74,R016032,,abs
016032,3.248,0.011,Ry83ael-scatt.      Errors: .004 (stat.) + .007 (syst.),R016032,,abs
016032,3.2295,0.005,We93el-scatt.      F-B anal. in Fr95 Table IX.,R016032,,abs
016032,3.263,0.003,Sc78mu-Xray      Contains  Du74.    Mod+Syst+Nuclp=.001,R016032,,abs
016032,3.263,0.0029,Sc85mu-Xray      Re-analysed in Fr95,R016032,,abs
016034,3.281,0.013,Ry83ael-scatt.      Errors: .004 (stat.) + .009 (syst.),R016034,,abs
016034,3.285,0.0031,Sc85mu-Xray      Re-analysed in Fr95,R016034,,abs
016036,3.278,0.011,Ry83ael-scatt.      Errors: .006 (stat.) + .005 (syst.),R016036,,abs
016036,3.3,0.0027,Sc85mu-Xray      Re-analysed in Fr95,R016036,,abs
017035,3.388,0.017,Br80el-scatt.,R017035,,abs
017035,3.34,0.018,Ba67mu-Xray      Model independent analysis in  En74 T. III.,R017035,,abs
017037,3.384,0.017,Br80el-scatt.,R017037,,abs
018036,3.327,0.0225,Fi76el-scatt.      Error: 1.5x0.015  for syst/model.,R018036,,abs
018036,3.402,0.006,Pf76mu-Xray      Contains  Pf73.,R018036,,abs
018036,3.39,0.0033,Fr82mu-Xray      From Fr95 Table III.A.      Error estimated,R018036,,abs
018038,3.415,0.009,Pf76mu-Xray      Contains  Pf73.,R018038,,abs
018038,3.402,0.0032,Fr82mu-Xray      From Fr95 Table III.A.      Error estimated,R018038,,abs
018040,3.423,0.014,"Ot82el-scatt.      Contains  Gr71, Sc71, We74, Fi76",R018040,,abs
018040,3.429,0.006,Pf76mu-Xray      Contains  Pf73.,R018040,,abs
018040,3.427,0.0034,Fr82mu-Xray      From Fr95 Table III.A.      Error estimated,R018040,,abs
019039,3.408,0.027,Si73ael-scatt.,R019039,,abs
019039,3.438,0.01,Eh68mu-Xray      Model independent analysis in  En74 Table III.,R019039,,abs
019039,3.435,0.003,Sc78mu-Xray      Model+Syst+Nuclpol = .001,R019039,,abs
019039,3.435,0.0033,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R019039,,abs
019041,3.452,0.0033,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R019041,,abs
020040,3.476,0.003,Si79el-scatt.      Data: Private communication,R020040,,abs
020040,3.478,0.003,Wo81From Fr95 T.III.A. Error estimated. ,R020040,,abs
020042,3.508,0.0032,Wo81From Fr95 T.III.A. Error estimated. ,R020042,,abs
020043,3.495,0.003,Wo81From Fr95 T.III.A. Error estimated. ,R020043,,abs
020044,3.518,0.0032,Wo81From Fr95 T.III.A. Error estimated. ,R020044,,abs
020046,3.498,0.0058,Wo81From Fr95 T.III.A. Error estimated. ,R020046,,abs
020048,3.481,0.009,Em83el-scatt.      Contains  Em83a.,R020048,,abs
020048,3.479,0.003,Wo81From Fr95 T.III.A. Error estimated. ,R020048,,abs
021045,3.546,0.0035,Fr82mu-Xray      From Fr95 Table III.A.      Error estimated,R021045,,abs
022046,3.606,0.0032,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R022046,,abs
022047,3.596,0.0032,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R022047,,abs
022048,3.5773,0.02,He71el-scatt.      From  Se88.                   Error estimated.,R022048,,abs
022048,3.592,0.0032,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R022048,,abs
022049,3.574,0.003,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R022049,,abs
022050,3.571,0.0031,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R022050,,abs
023051,3.6,0.003,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R023051,,abs
024050,3.638,0.013,La76el-scatt.      From Vr87 ,R024050,,abs
024050,3.661,0.0032,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R024050,,abs
024052,3.674,0.015,Li76el-scatt.  ,R024052,,abs
024052,3.613,0.017,La76el-scatt.      From Vr87 ,R024052,,abs
024052,3.645,0.003,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R024052,,abs
024053,3.659,0.003,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R024053,,abs
024054,3.673,0.014,La76el-scatt.      From Vr87 ,R024054,,abs
024054,3.686,0.0032,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R024054,,abs
025055,3.706,0.0033,Wo81mu-Xray      From Fr95 Table III.A.      Error estimated,R025055,,abs
026054,3.675,0.02,La76el-scatt.      From Vr87 ,R026054,,abs
026054,3.694,0.005,"Wo80El+mu analysis  with Wo76, Sh76(mu)",R026054,,abs
026056,3.721,0.02,La76el-scatt.      From Vr87 ,R026056,,abs
026056,3.738,0.0036,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R026056,,abs
026056,3.7412,0.0065,Wo81mu-Xray      Error estimated,R026056,,abs
026057,3.754,0.0037,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R026057,,abs
026058,3.752,0.025,Wo76el-scatt.   ,R026058,,abs
026058,3.774,0.0037,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R026058,,abs
027059,3.789,0.005,Sc79el-scatt.   ,R027059,,abs
027059,3.788,0.0035,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R027059,,abs
028058,3.77,0.01,Sp79el-scatt.      Re-analysis of  Si75  ,R028058,,abs
028058,3.772,0.004,Ca80bel-scatt.      From Vr87.      Error: 2x0.002  for syst.,R028058,,abs
028058,3.777,0.005,Wo80El+mu analysis  with  Sh76(mu),R028058,,abs
028058,3.769,0.013,Be83el-scatt.      From Vr87 ,R028058,,abs
028058,3.776,0.0034,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R028058,,abs
028060,3.796,0.01,Fi74ael-scatt.      From Ja74.     Contains  Fi70 ,R028060,,abs
028060,3.815,0.005,Wo80El+mu analysis  with  Sh76(mu),R028060,,abs
028060,3.797,0.013,Be83el-scatt.      From Vr87 ,R028060,,abs
028060,3.813,0.0034,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R028060,,abs
028061,3.806,0.01,Fi74ael-scatt.      From Ja74.     Contains  Fi70 ,R028061,,abs
028061,3.823,0.0034,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R028061,,abs
028062,3.822,0.01,Fi74ael-scatt.      From Ja74.     Contains  Fi70 ,R028062,,abs
028062,3.827,0.013,Ke77el-scatt.      From Ja79    (priv. comm.),R028062,,abs
028062,3.842,0.0035,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R028062,,abs
028064,3.845,0.01,Fi74ael-scatt.      From Ja74.     Contains  Fi70 ,R028064,,abs
028064,3.86,0.0034,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R028064,,abs
029063,3.933,0.015,Ke77el-scatt.      From Vr87,R029063,,abs
029063,3.885,0.005,Sc79el-scatt.   ,R029063,,abs
029063,3.883,0.0034,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R029063,,abs
029065,3.905,0.005,Sc79el-scatt.   ,R029065,,abs
029065,3.902,0.0034,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R029065,,abs
030064,3.923,0.013,Ke77el-scatt.      From Vr87,R030064,,abs
030064,3.928,0.0035,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R030064,,abs
030066,3.952,0.015,Ke77el-scatt.      From Vr87,R030066,,abs
030066,3.951,0.006,Je70mu-Xray      MIA in  En74 Table III.    Syst+Nuclp=.001  ,R030066,,abs
030066,3.948,0.0035,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R030066,,abs
030068,3.958,0.017,Ke77el-scatt.      From Vr87,R030068,,abs
030068,3.969,0.006,Je70mu-Xray      MIA in  En74 Table III.    Syst+Nuclp=.001  ,R030068,,abs
030068,3.965,0.0034,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R030068,,abs
030070,3.993,0.02,Ke77el-scatt.      From Vr87,R030070,,abs
030070,3.983,0.0033,Sh76mu-Xray      From Fr95 Table III.A.      Error estimated,R030070,,abs
031069,3.996,0.0032,Ma83mu-Xray      From Fr95 Table III.A.      Error estimated,R031069,,abs
031071,4.011,0.0032,Ma83mu-Xray      From Fr95 Table III.A.      Error estimated,R031071,,abs
032070,4.043,0.002,Ma84El+mu analysis.      From  Vr87,R032070,,abs
032070,4.039,0.0033,Si82amu-Xray      From Fr95 Table III.A.      Error estimated,R032070,,abs
032072,4.06,0.002,Ma84El+mu analysis.      From  Vr87,R032072,,abs
032072,4.055,0.0033,Si82amu-Xray      From Fr95 Table III.A.      Error estimated,R032072,,abs
032073,4.061,0.0033,Si82amu-Xray      From Fr95 Table III.A.      Error estimated,R032073,,abs
032074,4.075,0.002,Ma84El+mu analysis.      From  Vr87,R032074,,abs
032074,4.072,0.0035,Si82amu-Xray      From Fr95 Table III.A.      Error estimated,R032074,,abs
032076,4.081,0.002,Ma84El+mu analysis.      From  Vr87,R032076,,abs
032076,4.08,0.0035,Si82amu-Xray      From Fr95 Table III.A.      Error estimated,R032076,,abs
033075,4.096,0.0033,Ma83mu-Xray      From Fr95 Table III.A.      Error estimated,R033075,,abs
034074,4.07,0.02,Kh88el-scatt.  ,R034074,,abs
034076,4.162,0.01,Kh88el-scatt.  ,R034076,,abs
034076,4.139,0.0036,Si82bmu-Xray      From Fr95 Table III.A.      Error estimated,R034076,,abs
034077,4.139,0.0035,Si82bmu-Xray      From Fr95 Table III.A.      Error estimated,R034077,,abs
034078,4.138,0.014,Kh88el-scatt.  ,R034078,,abs
034078,4.14,0.0036,Si82bmu-Xray      From Fr95 Table III.A.      Error estimated,R034078,,abs
034080,4.124,0.01,Kh88el-scatt.  ,R034080,,abs
034080,4.143,0.0029,Ka79mu-Xray      Model+Syst+Nuclpol = .001  ,R034080,,abs
034080,4.14,0.0035,Si82bmu-Xray      From Fr95 Table III.A.      Error estimated,R034080,,abs
034082,4.118,0.011,Kh88el-scatt.  ,R034082,,abs
034082,4.14,0.0035,Si82bmu-Xray      From Fr95 Table III.A.      Error estimated,R034082,,abs
035079,4.163,0.0035,Ma83mu-Xray      From Fr95 Table III.A.      Error estimated,R035079,,abs
035081,4.16,0.0034,Ma83mu-Xray      From Fr95 Table III.A.      Error estimated,R035081,,abs
036078,4.203,0.0039,Ma85From Fr95 T.III.A. Error estimated. ,R036078,,abs
036080,4.198,0.0039,Ma85From Fr95 T.III.A. Error estimated. ,R036080,,abs
036082,4.192,0.0037,Ma85From Fr95 T.III.A. Error estimated. ,R036082,,abs
036083,4.186,0.0037,Ma85From Fr95 T.III.A. Error estimated. ,R036083,,abs
036084,4.188,0.0036,Ma85From Fr95 T.III.A. Error estimated. ,R036084,,abs
036086,4.184,0.0036,Ma85From Fr95 T.III.A. Error estimated. ,R036086,,abs
037085,4.204,0.0036,He86mu-Xray      From Fr95 Table III.A.      Error estimated,R037085,,abs
037087,4.199,0.0036,He86mu-Xray      From Fr95 Table III.A.      Error estimated,R037087,,abs
038084,4.241,0.0037,He86From Fr95 T.III.A. Error estimated. ,R038084,,abs
038086,4.231,0.0036,He86From Fr95 T.III.A. Error estimated. ,R038086,,abs
038087,4.224,0.0036,He86From Fr95 T.III.A. Error estimated. ,R038087,,abs
038088,4.188,0.005,St76el-scatt.      From Vr87,R038088,,abs
038088,4.224,0.0036,He86From Fr95 T.III.A. Error estimated. ,R038088,,abs
039089,4.27,0.02,Fi74el-scatt.      From  Ja74,R039089,,abs
